Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","48","Costa Rica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4999.441","X","International reliable sources",""
"OA","Annual population","48","Costa Rica","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2499.229","X","International reliable sources",""
"OA","Annual population","48","Costa Rica","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2500.214","X","International reliable sources",""
"OA","Annual population","48","Costa Rica","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1023.354","X","International reliable sources",""
"OA","Annual population","48","Costa Rica","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3929.845","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","107","Côte d'Ivoire","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","25069.23","X","International reliable sources",""
"OA","Annual population","107","Côte d'Ivoire","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","12655.166","X","International reliable sources",""
"OA","Annual population","107","Côte d'Ivoire","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","12414.06","X","International reliable sources",""
"OA","Annual population","107","Côte d'Ivoire","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","12259.023","X","International reliable sources",""
"OA","Annual population","107","Côte d'Ivoire","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","12646.82","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","98","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4156.405","X","International reliable sources",""
"OA","Annual population","98","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2001.201","X","International reliable sources",""
"OA","Annual population","98","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2155.206","X","International reliable sources",""
"OA","Annual population","98","Croatia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1793.077","X","International reliable sources",""
"OA","Annual population","98","Croatia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2371.706","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","49","Cuba","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","11338.134","X","International reliable sources",""
"OA","Annual population","49","Cuba","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","5631.334","X","International reliable sources",""
"OA","Annual population","49","Cuba","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","5706.812","X","International reliable sources",""
"OA","Annual population","49","Cuba","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2638.265","X","International reliable sources",""
"OA","Annual population","49","Cuba","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","8850.817","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","279","Curaçao","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","162.752","X","International reliable sources",""
"OA","Annual population","279","Curaçao","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","74.711","X","International reliable sources",""
"OA","Annual population","279","Curaçao","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","88.042","X","International reliable sources",""
"OA","Annual population","279","Curaçao","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","17.54","X","International reliable sources",""
"OA","Annual population","279","Curaçao","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","144.037","X","International reliable sources",""
"OA","Annual population","50","Cyprus","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1189.265","X","International reliable sources",""
"OA","Annual population","50","Cyprus","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","594.975","X","International reliable sources",""
"OA","Annual population","50","Cyprus","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","594.287","X","International reliable sources",""
"OA","Annual population","50","Cyprus","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","394.652","X","International reliable sources",""
"OA","Annual population","50","Cyprus","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","794.433","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","167","Czechia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","10665.677","X","International reliable sources",""
"OA","Annual population","167","Czechia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","5246.598","X","International reliable sources",""
"OA","Annual population","167","Czechia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","5419.081","X","International reliable sources",""
"OA","Annual population","167","Czechia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2784.67","X","International reliable sources",""
"OA","Annual population","167","Czechia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","7840.58","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","25549.604","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","12495.328","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","13054.278","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","9757.856","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","15852.816","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","250","Democratic Republic of the Congo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","84068.091","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","41951.875","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","42116.217","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","46656.05","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","37348.939","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","54","Denmark","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","5752.126","X","International reliable sources",""
"OA","Annual population","54","Denmark","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2860.293","X","International reliable sources",""
"OA","Annual population","54","Denmark","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2891.838","X","International reliable sources",""
"OA","Annual population","54","Denmark","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","697.769","X","International reliable sources",""
"OA","Annual population","54","Denmark","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","5056.587","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","72","Djibouti","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","958.923","X","International reliable sources",""
"OA","Annual population","72","Djibouti","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","504.712","X","International reliable sources",""
"OA","Annual population","72","Djibouti","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","454.211","X","International reliable sources",""
"OA","Annual population","72","Djibouti","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","215.875","X","International reliable sources",""
"OA","Annual population","72","Djibouti","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","755.533","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","55","Dominica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","71.625","X","International reliable sources",""
"OA","Annual population","55","Dominica","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","21.933","X","International reliable sources",""
"OA","Annual population","55","Dominica","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","52.375","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","56","Dominican Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","10627.141","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","5312.745","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","5314.402","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2059.693","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","8823.303","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","58","Ecuador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","17084.358","X","International reliable sources",""
"OA","Annual population","58","Ecuador","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","8547.198","X","International reliable sources",""
"OA","Annual population","58","Ecuador","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","8537.161","X","International reliable sources",""
"OA","Annual population","58","Ecuador","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","6101.055","X","International reliable sources",""
"OA","Annual population","58","Ecuador","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","10762.37","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","59","Egypt","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","98423.598","X","International reliable sources",""
"OA","Annual population","59","Egypt","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","49733.474","X","International reliable sources",""
"OA","Annual population","59","Egypt","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","48690.128","X","International reliable sources",""
"OA","Annual population","59","Egypt","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","56938.212","X","International reliable sources",""
"OA","Annual population","59","Egypt","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","42437.529","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","60","El Salvador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","6420.746","X","International reliable sources",""
"OA","Annual population","60","El Salvador","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","3010.428","X","International reliable sources",""
"OA","Annual population","60","El Salvador","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","3410.312","X","International reliable sources",""
"OA","Annual population","60","El Salvador","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1793.751","X","International reliable sources",""
"OA","Annual population","60","El Salvador","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4617.807","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","61","Equatorial Guinea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1308.975","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","727.054","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","581.912","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","366.013","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","947.881","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","178","Eritrea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","3452.786","X","International reliable sources",""
"OA","Annual population","178","Eritrea","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1730.376","X","International reliable sources",""
"OA","Annual population","178","Eritrea","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1722.421","X","International reliable sources",""
"OA","Annual population","178","Eritrea","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3108.634","X","International reliable sources",""
"OA","Annual population","178","Eritrea","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2079.314","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","63","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1322.92","X","International reliable sources",""
"OA","Annual population","63","Estonia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","623.642","X","International reliable sources",""
"OA","Annual population","63","Estonia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","699.271","X","International reliable sources",""
"OA","Annual population","63","Estonia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","406.671","X","International reliable sources",""
"OA","Annual population","63","Estonia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","900.117","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","209","Eswatini","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1136.281","X","International reliable sources",""
"OA","Annual population","209","Eswatini","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","555.082","X","International reliable sources",""
"OA","Annual population","209","Eswatini","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","581.192","X","International reliable sources",""
"OA","Annual population","209","Eswatini","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1060.246","X","International reliable sources",""
"OA","Annual population","209","Eswatini","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","331.139","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","238","Ethiopia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","109224.414","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","54635.264","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","54589.146","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","85207.113","X","International reliable sources",""
"OA","Annual population","238","Ethiopia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","22327.769","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","65","Falkland Islands (Malvinas)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","3.234","X","International reliable sources",""
"OA","Annual population","65","Falkland Islands (Malvinas)","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","0.653","X","International reliable sources",""
"OA","Annual population","65","Falkland Islands (Malvinas)","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2.269","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","64","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","48.497","X","International reliable sources",""
"OA","Annual population","64","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","28.672","X","International reliable sources",""
"OA","Annual population","64","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","20.817","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","66","Fiji","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","883.483","X","International reliable sources",""
"OA","Annual population","66","Fiji","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","447.925","X","International reliable sources",""
"OA","Annual population","66","Fiji","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","435.565","X","International reliable sources",""
"OA","Annual population","66","Fiji","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","399.125","X","International reliable sources",""
"OA","Annual population","66","Fiji","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","513.116","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","67","Finland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","5522.576","X","International reliable sources",""
"OA","Annual population","67","Finland","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2721.488","X","International reliable sources",""
"OA","Annual population","67","Finland","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2801.097","X","International reliable sources",""
"OA","Annual population","67","Finland","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","810.217","X","International reliable sources",""
"OA","Annual population","67","Finland","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4732.3","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","64990.511","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","31465.65","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","33524.862","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","12756.906","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","52476.365","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","69","French Guyana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","282.938","X","International reliable sources",""
"OA","Annual population","69","French Guyana","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","139.739","X","International reliable sources",""
"OA","Annual population","69","French Guyana","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","143.197","X","International reliable sources",""
"OA","Annual population","69","French Guyana","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","42.568","X","International reliable sources",""
"OA","Annual population","69","French Guyana","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","247.195","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","70","French Polynesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","277.679","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","140.712","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","136.961","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","109.102","X","International reliable sources",""
"OA","Annual population","70","French Polynesia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","176.757","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","74","Gabon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","2119.275","X","International reliable sources",""
"OA","Annual population","74","Gabon","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1079.376","X","International reliable sources",""
"OA","Annual population","74","Gabon","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1039.899","X","International reliable sources",""
"OA","Annual population","74","Gabon","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","219.785","X","International reliable sources",""
"OA","Annual population","74","Gabon","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1847.776","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","75","Gambia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","2280.094","X","International reliable sources",""
"OA","Annual population","75","Gambia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1130.877","X","International reliable sources",""
"OA","Annual population","75","Gambia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1149.215","X","International reliable sources",""
"OA","Annual population","75","Gambia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","838.035","X","International reliable sources",""
"OA","Annual population","75","Gambia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1325.73","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","73","Georgia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4002.942","X","International reliable sources",""
"OA","Annual population","73","Georgia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1909.756","X","International reliable sources",""
"OA","Annual population","73","Georgia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2093.19","X","International reliable sources",""
"OA","Annual population","73","Georgia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1616.295","X","International reliable sources",""
"OA","Annual population","73","Georgia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2290.836","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","79","Germany","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","83124.418","X","International reliable sources",""
"OA","Annual population","79","Germany","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","41013.28","X","International reliable sources",""
"OA","Annual population","79","Germany","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","42111.133","X","International reliable sources",""
"OA","Annual population","79","Germany","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","18671.111","X","International reliable sources",""
"OA","Annual population","79","Germany","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","63622.346","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","81","Ghana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","29767.102","X","International reliable sources",""
"OA","Annual population","81","Ghana","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","15084.235","X","International reliable sources",""
"OA","Annual population","81","Ghana","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","14682.873","X","International reliable sources",""
"OA","Annual population","81","Ghana","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","12946.423","X","International reliable sources",""
"OA","Annual population","81","Ghana","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","16517.22","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","82","Gibraltar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","33.718","X","International reliable sources",""
"OA","Annual population","82","Gibraltar","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","0","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","82","Gibraltar","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","34.733","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","84","Greece","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","10522.246","X","International reliable sources",""
"OA","Annual population","84","Greece","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","5164.717","X","International reliable sources",""
"OA","Annual population","84","Greece","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","5357.527","X","International reliable sources",""
"OA","Annual population","84","Greece","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2333.39","X","International reliable sources",""
"OA","Annual population","84","Greece","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","8808.771","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","85","Greenland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","56.564","X","International reliable sources",""
"OA","Annual population","85","Greenland","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","7.458","X","International reliable sources",""
"OA","Annual population","85","Greenland","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","49.107","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","86","Grenada","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","111.454","X","International reliable sources",""
"OA","Annual population","86","Grenada","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","56.162","X","International reliable sources",""
"OA","Annual population","86","Grenada","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","55.287","X","International reliable sources",""
"OA","Annual population","86","Grenada","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","69.042","X","International reliable sources",""
"OA","Annual population","86","Grenada","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","39.297","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","87","Guadeloupe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","399.848","X","International reliable sources",""
"OA","Annual population","87","Guadeloupe","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","184.772","X","International reliable sources",""
"OA","Annual population","87","Guadeloupe","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","215.076","X","International reliable sources",""
"OA","Annual population","87","Guadeloupe","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","6.855","X","International reliable sources",""
"OA","Annual population","87","Guadeloupe","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","442.318","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","88","Guam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","165.768","X","International reliable sources",""
"OA","Annual population","88","Guam","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","83.723","X","International reliable sources",""
"OA","Annual population","88","Guam","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","82.047","X","International reliable sources",""
"OA","Annual population","88","Guam","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","8.651","X","International reliable sources",""
